nbr_delin_id,var_delin_nombre,var_delin_pandilla,var_delin_apodo,var_delin_status
1263,Joshua Ruiz,South,salazar,Activo
1264,Jennifer Brandt,New,gonzalez,Activo
1265,Alfred Gonzalez,New,prince,Activo
1266,Christopher Richardson,East,mcfarland,Activo
1267,Tonya Gonzalez,North,kemp,Activo
1268,Jeffrey Perry,New,barnett-young,Activo
1269,Jessica Lindsey,Lake,fernandez-young,Activo
1270,Patrick Conner,North,herrera,Activo
1271,Vanessa Brewer,East,ross,Activo
1272,Ian Wang,Lake,wilson,Activo
1273,Michelle Morris,South,hodges,Activo
1274,Lisa Zavala,Lake,jenkins-henson,Activo
1275,Donna Newton,Port,hunt,Activo
1276,Thomas Aguirre,South,wells-pollard,Activo
1277,Joanna Rangel,Lake,herrera-patel,Activo
1278,Marc Rice,West,dominguez,Activo
1279,Thomas Peterson,New,watson,Activo
1280,Joshua Evans DDS,Port,harris,Activo
1281,Autumn Lyons,East,mendoza,Activo
1282,Sierra Kim,North,ray,Activo
1283,Marvin Garcia,South,coleman,Activo
1284,Christopher Miller,North,baker,Activo
1285,Christopher Stone,Lake,barrett-morgan,Activo
1286,Andrew Walker,South,chavez,Activo
1287,Brittany Lutz,Lake,cohen,Activo
1288,Tammy Walker,New,mcdowell-charles,Activo
1289,Barbara Anderson,Port,brown,Activo
1290,David Mills,North,campbell,Activo
1291,Alicia Kramer,South,ball,Activo
1292,Jeffrey Jones,New,harvey,Activo
1293,Edward Harrison,South,lamb,Activo
1294,Ralph Kennedy,West,sutton,Activo
1295,Teresa Goodwin,North,swanson-woods,Activo
1296,Brian Pierce,New,salazar,Activo
1297,Gary Jones,Lake,taylor-ford,Activo
1298,Aaron Rocha,South,king,Activo
1299,Brittany Lynch,South,black,Activo
1300,Pamela Obrien,South,hoover-burke,Activo
1301,Dr. Samuel Garcia,Lake,williams,Activo
1302,Dana Thomas,New,white-smith,Activo
1303,Carlos Galvan,East,marshall-evans,Activo
1304,Joseph White,West,swanson-buckley,Activo
1305,Julie Lawrence,East,bailey,Activo
1306,Mercedes Townsend,East,moore,Activo
1307,Brooke Jacobs,East,clark-sandoval,Activo
1308,John Francis,Lake,armstrong,Activo
1309,Andrew Martin,West,harris,Activo
1310,Jordan Aguilar,Lake,rich,Activo
1311,Angela Hartman,Port,sawyer,Activo
1312,Mrs. Stephanie Davis,West,mcdaniel,Activo
1313,Jason Henderson,West,burgess,Activo
1314,Jeffery Brown,South,noble-flores,Activo
1315,Emily Duran,North,mason,Activo
1316,Amy Gonzalez,Port,hall,Activo
1317,William Soto,Lake,young-ray,Activo
1318,Brittany Johnston,South,ward,Activo
1319,Joshua Irwin,New,hardy,Activo
1320,Sheila Gonzalez,Port,taylor-mcgrath,Activo
1321,Laura Carr,Port,aguilar,Activo
1322,Diane Bailey,North,white,Activo
1323,David Martinez,South,parks,Activo
1324,Jessica Anderson,New,hicks,Activo
1325,Ryan Williams,New,carter-hansen,Activo
1326,Janice Mitchell,North,buck,No Activo
1327,Andrew Lee,East,rhodes-gill,Activo
1328,Jeremy Nelson,New,delgado,Activo
1329,Jennifer King,New,hall-cooper,Activo
1330,Curtis Anderson,Port,snow,Activo
1331,Shawn Willis,Lake,rojas,Activo
1332,Michelle Lee,New,edwards,Activo
1333,Christopher Murphy,North,macdonald-phillips,Activo
1334,Shannon Novak,New,robinson,Activo
1335,Sandra Miranda,West,jacobs,Activo
1336,Angela Sanchez,North,collins,No Activo
1337,Kathleen Figueroa,Port,mcdaniel,Activo
1338,Brent Jacobs,North,rosales-cruz,Activo
1339,Brad Stewart,West,woodward-sanchez,Activo
1340,Timothy Gomez,East,davidson-rodriguez,Activo
1341,Mike Stewart,North,lee-bolton,Activo
1342,Nicholas Church,New,smith-strickland,Activo
1343,Sean Sexton,South,foster,Activo
1344,Amy Smith,New,hoffman,Activo
1345,Dustin Hudson,Lake,deleon,Activo
1346,Michael Marks,South,rodriguez,Activo
1347,Patricia Schwartz,East,vazquez-atkinson,Activo
1348,Joshua Jefferson,North,gibson,Activo
1349,Michelle Marshall,South,mckinney,Activo
1350,Steven Dunn,North,walls,Activo
1351,Bradley Martinez,West,smith-jones,Activo
1352,Paul Oliver,South,hardy-white,Activo
1353,Laurie Walker,New,herrera,Activo
1354,Colton Sanchez,West,jones,Activo
1355,Christopher Wells,South,weaver,Activo
1356,Tony Aguirre,South,reid,Activo
1357,Sharon Ward,West,stevens,Activo
1358,Elizabeth Lewis,New,thomas,Activo
1359,Katie Good,Lake,hoover-taylor,Activo
1360,Emily Black,West,miranda,Activo
1361,Kevin Wallace,East,decker-vaughn,Activo
1362,Pamela Dixon,East,bailey,Activo
1363,Carolyn Clark,Port,sparks,Activo
1364,Katrina Hernandez,Port,scott,Activo
1365,Sheila Hawkins,Port,franklin,Activo
1366,Pamela Hoffman,West,morris,Activo
1367,Kathryn Shields,North,fowler,Activo
1368,Ian Schroeder,North,cobb,Activo
1369,Anthony Dickson,North,cruz-yang,Activo
1370,Susan Turner,New,herman,Activo
1371,Holly Johnson,West,jones-johnson,Activo
1372,Tammy Lowe,New,davis,Activo
1373,Erik Jones,East,goodman,Activo
1374,Dr. Megan Escobar MD,North,richardson,Activo
1375,Gerald Knapp Jr.,West,young,Activo
1376,Robert Delgado,New,fuller-shields,Activo
1377,Amanda Mcdowell,Lake,sullivan,Activo
1378,Jared Kennedy,Lake,harris-schwartz,Activo
1379,Caitlyn Blankenship,South,small,No Activo
1380,Zachary Ayala Jr.,Lake,mullen-maxwell,No Activo
1381,Melissa Nelson,Lake,woodward,Activo
1382,Kevin Smith,New,rivas,Activo
1383,Carol White,West,chambers,Activo
1384,Lonnie Coleman,South,petersen,Activo
1385,Matthew Carey,North,andrews-johnson,No Activo
1386,Michelle Perry,Port,benitez,Activo
1387,Emily Kidd,South,clarke,Activo
1388,Tracey Olson,South,smith,Activo
1389,Jessica Lucas,West,vargas,Activo
1390,Karen Brooks,Port,ponce,Activo
1391,Joseph Simon MD,New,mitchell,Activo
1392,Timothy Phillips,South,grant,Activo
1393,Sheri Barnes,West,graves,No Activo
1394,Patricia Harding,Lake,davis-smith,Activo
1395,Anthony Davis,Lake,hernandez,Activo
1396,Walter Frey,New,reyes-lynch,Activo
1397,David Lee,North,roberts-robinson,No Activo
1398,Bethany Gomez,Port,jordan,Activo
1399,Martin Hendrix,East,carson,Activo
1400,Dana Davenport,South,berger,Activo
1401,Kimberly Romero,New,mueller,Activo
1402,Dana Cox,South,brown-baker,Activo
1403,Judy Page,South,humphrey-montgomery,Activo
1404,Jamie Owens,Lake,carter,Activo
1405,Cassandra Wang,West,hines-pierce,Activo
1406,Julie Harper,Lake,roberts,Activo
1407,Aaron Wade,North,benson-smith,Activo
1408,Michael Smith,Port,brooks,Activo
1409,Rachel Ruiz,Lake,wise,Activo
1410,Courtney Campbell,East,anderson,Activo
1411,Daniel Larson,West,kennedy,Activo
1412,Erica Jones,East,simon-hodges,Activo
1413,Toni Griffin,East,leach,Activo
1414,Tyler Paul,Port,lozano,No Activo
1415,Kathryn Thomas,South,martinez-ross,Activo
1416,Rachel Gonzalez,East,keith,Activo
1417,Sandra Rodriguez,West,velasquez-wright,Activo
1418,Kathleen Pugh,Port,bell,Activo
1419,Carolyn Stewart,New,wilson,Activo
1420,Eric Leblanc,New,johnson,Activo
1421,Travis Moore,South,koch-dominguez,Activo
1422,Jonathan Copeland,Lake,perez,Activo
1423,Jennifer Parker,North,garcia,Activo
1424,John Stephens,West,gonzales,Activo
1425,Kayla Miller,Port,arias-johnson,Activo
1426,Austin Johnson,West,larsen,Activo
1427,Lisa Orr,East,williams,Activo
1428,Joseph Wiggins,Port,montgomery,Activo
1429,Regina Ford,Lake,herring-stein,Activo
1430,Lisa Bates,New,sanchez,Activo
1431,Drew Thomas,North,hall-holden,Activo
1432,Marie Jacobs,Port,hodges-johnson,Activo
1433,Anthony Luna,East,carroll,Activo
1434,Robert Grant,Port,duffy-oliver,Activo
1435,Mary Clarke,North,burke,Activo
1436,James Harris,Lake,mccoy,Activo
1437,Kayla Sanchez,New,fowler-moss,Activo
1438,Devin Clay,South,dunlap-williams,Activo
1439,Jillian Hurst,New,jarvis,Activo
1440,Chad Perry,North,gilbert-butler,Activo
1441,Jack Hall,Port,murphy-barnes,Activo
1442,Cameron Bishop,New,duffy-khan,Activo
1443,Cristina Reyes,Lake,douglas,Activo
1444,Ian Paul,New,gordon-lee,Activo
1445,Jerry Hall,East,hayes,Activo
1446,Laura Jones,Lake,smith-hayes,Activo
1447,Angela Gutierrez,New,mendoza,Activo
1448,Donald Morrison,South,robbins,Activo
1449,Shannon Rodriguez,Port,cortez,Activo
1450,Patrick Wood,West,mcdaniel-torres,Activo
1451,Benjamin Hines,North,glover,Activo
1452,April Brown,South,montoya-davis,Activo
1453,Gina White,West,baker,Activo
1454,Jason Wiley,North,burton,Activo
1455,Kayla Evans,South,peterson-carr,No Activo
1456,Tammy Haley,Port,johnson-wall,Activo
1457,Sherri Hunt,Lake,cole-shelton,Activo
1458,Lisa Jimenez,West,hughes,Activo
1459,Christopher Wagner,Port,mack,Activo
1460,Marcus Russell,New,dunlap,No Activo
1461,Christine Rivers,North,walter,Activo
1462,Michael Williams,South,lee-smith,Activo
1463,Phyllis Williams,North,walker-taylor,Activo
1464,Lauren Cameron,Lake,olson,Activo
1465,Hector Jones,Lake,jones-miller,Activo
1466,James Joseph,North,day,Activo
1467,Rhonda Brown,Port,carter-wood,No Activo
1468,James Hamilton,West,martinez,Activo
1469,Rebecca Greene,South,giles-miller,Activo
1470,Cassandra Copeland,South,miller-armstrong,Activo
1471,Kelsey Chapman,West,woodard-richardson,Activo
1472,Crystal Howell,North,johnson,Activo
1473,Kelly Wright,West,yates,Activo
1474,Deborah Cross,South,daniels,Activo
1475,Kelly Campbell,New,lewis-stewart,Activo
1476,Amanda Johnson MD,Port,hebert-cole,Activo
1477,Lynn Sanchez MD,West,hardy,Activo
1478,Mary Scott,Lake,thomas,Activo
1479,Carlos Phelps,East,rojas,Activo
1480,Jennifer Christian,Port,ochoa,Activo
1481,Andrew Berry,North,mcdonald,Activo
1482,Richard Hernandez,Port,carpenter,Activo
1483,Tanya Hernandez,West,jones,Activo
1484,Jonathan Schmidt,South,miller,Activo
1485,Katie Dunn,New,sanchez,Activo
1486,Dean Sims,Lake,cannon,Activo
1487,Brandon Yu,New,deleon,Activo
1488,Mr. Brandon Bennett,Port,morales-bean,Activo
1489,Jesus Martin,North,hendricks-hutchinson,Activo
1490,Robert Garcia,North,smith,Activo
1491,Kathryn Miller,West,sims,Activo
1492,Harold White,North,randolph-thomas,Activo
1493,Ivan Doyle,Port,peck,Activo
1494,Benjamin Woodard,Lake,tucker,Activo
1495,Joshua Riley,South,cherry,Activo
1496,Paul Horne,West,pham,Activo
1497,Ian Barber,North,keller-stevens,Activo
1498,Matthew Williams,Lake,costa-white,No Activo
1499,Paula Mason,South,martinez-terry,Activo
1500,Mr. Michael Bryant,West,brown-valdez,Activo
1501,Stefanie Evans,South,myers,Activo
1502,Kevin Boyd,East,stokes-payne,Activo
1503,Evan Brock,West,wu-graves,Activo
1504,Richard Peterson,Lake,estrada,Activo
1505,Willie Melton,East,stone-gonzalez,Activo
1506,Darlene Roberts,West,gill-torres,Activo
1507,Jason Johnson,South,mcgee,Activo
1508,Melissa Ward,New,riley,Activo
1509,Mary Doyle,New,foster-williams,Activo
1510,Jenna Baker,East,sandoval,Activo
1511,Darryl Mendoza,East,cox-gomez,Activo
1512,Alexandra Hoffman,Lake,mcknight-mckinney,Activo
1513,Tyler Huber,New,graham,Activo
1514,Kathryn Thornton,West,williams-hill,Activo
1515,Nicholas Young,Port,williams,Activo
1516,Kathy Smith,North,thornton,Activo
1517,Michael Brown,East,phillips,Activo
1518,Lindsey Martinez,South,daniel-gonzalez,Activo
1519,Michelle Valdez,Lake,aguilar,Activo
1520,Ashley Gates,North,roberts,No Activo
1521,Andrew Galvan,North,marshall,No Activo
1522,Paul Martinez,Lake,moore,Activo
1523,Megan Torres,Port,james-watts,Activo
1524,Gregory Green,New,kemp-thomas,Activo
1525,Nathan Stone Jr.,West,dean,Activo
1526,Jamie Peck MD,Port,jordan,Activo
1527,Denise Manning,Lake,nunez,Activo
1528,Stefanie Williamson,Lake,cain-wilson,Activo
1529,Natasha Gray,Lake,hansen-williams,Activo
1530,Richard Brock,New,morgan,Activo
1531,Michelle Jones,Port,jackson,Activo
1532,Colleen Camacho,East,garner,Activo
1533,Tyler Gibson,North,mccullough-banks,Activo
1534,Ashley Jones,New,marks,Activo
1535,Marc Walker,North,jones,Activo
1536,Diane Robles,East,lang-hammond,Activo
1537,Sheryl Schneider,New,silva,Activo
1538,Michael Hines,West,herrera,Activo
1539,Stephen Huerta,Lake,todd-dudley,Activo
1540,Samantha Henderson,Port,crawford-ruiz,Activo
1541,Amy Hanson DDS,North,humphrey-rose,Activo
1542,Robert Wilson,North,buck,Activo
1543,Kelly Burns,New,rhodes-ramirez,Activo
1544,Natalie Gomez,Lake,hill,Activo
1545,Madison Jackson,New,spence,Activo
1546,Michael Stephens,South,myers,Activo
1547,Justin Anderson,New,williams,Activo
1548,Brenda Browning,North,acevedo,No Activo
1549,Melissa Wagner,Port,stewart,Activo
1550,Edward Richardson,Port,evans,Activo
1551,Nicholas Alvarez,New,jackson,Activo
1552,Sharon Jones,Port,lewis-watson,Activo
1553,Lisa Taylor,East,caldwell-osborn,Activo
1554,George Hunter,North,delacruz,Activo
1555,Phillip Davis,Lake,fernandez-gonzales,Activo
1556,Adam Ball,Lake,edwards,Activo
1557,Natalie Vaughn,West,bowman,Activo
1558,Anthony Sullivan,Lake,reynolds,Activo
1559,Latoya Ross,East,walker,Activo
1560,Daniel Lucas,Lake,gibson,Activo
1561,Teresa Reynolds,North,williams,Activo
1562,Colleen Martin,South,weiss,Activo
1563,Sandra Adams,North,bates,Activo
1564,Rodney Walker,Port,parker,Activo
1565,Richard Kennedy,South,ross,Activo
1566,Morgan Hess,West,mcclain,Activo
1567,Robert Parker,Lake,anderson-tanner,Activo
1568,Christopher Wilson,West,norris-underwood,Activo
1569,Amy Jones,Port,everett-montoya,Activo
1570,Sharon Joyce,West,rivas-jackson,Activo
1571,Kenneth Ortiz,New,strickland,Activo
1572,Rodney Kim,Port,robinson,Activo
1573,Mark Torres,South,grant,Activo
1574,James Hines,Lake,bray,Activo
1575,Kim French,Lake,johnson-harris,Activo
1576,Mrs. Elizabeth Henry,South,martinez,Activo
1577,Adam Morgan,New,leonard-foster,Activo
1578,Mary Jensen,New,williamson,Activo
1579,Rebecca Smith,East,reid-sullivan,Activo
1580,Kathryn Combs,East,johnston,Activo
1581,Shelly Osborne,East,davis-perkins,Activo
1582,Melissa Chavez,West,johnson,Activo
1583,Sharon Marshall,South,lutz-drake,Activo
1584,Jonathan Ferrell,North,lopez-stark,Activo
1585,Antonio Carroll,East,shaw,Activo
1586,Troy Moore,North,murillo,Activo
1587,Rebecca Perez,Lake,stuart,Activo
1588,Natalie Butler,New,reid,Activo
1589,Michelle Townsend DVM,New,adams-griffith,Activo
1590,Aaron Smith,South,fisher,Activo
1591,Benjamin Smith,South,guerra,Activo
1592,Nicole Obrien,Lake,cruz,Activo
1593,Tina Martin,Lake,gomez,Activo
1594,Michael Schmidt,West,flores,Activo
1595,Derrick Chan,East,hooper,Activo
1596,James Wu,New,nelson,Activo
1597,Lawrence Morgan,New,bennett,Activo
1598,Christopher Young,New,brooks-smith,No Activo
1599,Tamara Munoz,South,anderson,Activo
1600,Brian Roberts,East,white,Activo
1601,Briana Pena,West,mckenzie,Activo
1602,Devin George,Lake,adams,Activo
1603,Jordan Townsend,East,williams,Activo
1604,James Joyce,East,bray,Activo
1605,Dr. Diana Guzman,North,castro-alvarez,Activo
1606,Michael Hutchinson,North,coleman,Activo
1607,Julie Hunter,West,campbell-rice,Activo
1608,Alicia Howard,South,williams-schwartz,Activo
1609,Rodney Ingram,East,lewis,Activo
1610,Scott Quinn,Lake,parker-rogers,Activo
1611,Derek Hunter,North,schultz,Activo
1612,Erin May,North,woods,No Activo
1613,Joseph Blair,Port,watkins,Activo
1614,Chad Newton DDS,Port,gonzalez-jones,Activo
1615,Rachel Alexander,East,baldwin,Activo
1616,Destiny Lopez,Lake,nicholson,Activo
1617,Brian Carroll PhD,Port,carr,Activo
1618,Paula Berger,East,hensley,Activo
1619,Jessica Nelson,West,wolf,Activo
1620,Patricia Faulkner,Lake,marshall,Activo
1621,Christian Jacobs,West,jones,Activo
1622,Christine Mcconnell,West,taylor,Activo
1623,Christopher Jones,Lake,santiago,Activo
1624,Carla Harrington,East,lynch,Activo
1625,Nathan Wilson,West,bradley,Activo
1626,Michael Robinson,East,kirk,Activo
1627,Michelle Flores,East,simmons,Activo
1628,Jason Mcintosh,South,garcia-wilson,Activo
1629,Mrs. Crystal Gamble,East,sanders,Activo
1630,Sandra Rangel,South,wright,Activo
1631,Joshua Weaver,North,underwood,Activo
1632,Linda Ingram,North,garcia,Activo
1633,Alexandra Berg,North,jones,Activo
1634,Steven Mack,Lake,dominguez-ramos,Activo
1635,Ashley Jenkins,East,brown,Activo
1636,Kelly Carter,Lake,clark,Activo
1637,Edward Olson,Lake,cox-jackson,Activo
1638,Krystal Elliott,South,kemp-grant,Activo
1639,Francisco Baker,Lake,sparks,Activo
1640,Kelsey Rhodes,Port,flores,Activo
1641,Sheila Vang,Port,jones,Activo
1642,Andrea Sanchez,Lake,tanner,Activo
1643,Joseph Roach,West,ochoa,Activo
1644,John Smith,New,carter-smith,Activo
1645,Michael Suarez,South,brown-duncan,Activo
1646,Sarah Lin,New,lee,Activo
1647,Anthony Lane,East,garcia-owens,Activo
1648,Wayne Allison,East,schultz,Activo
1649,Lisa Singh,Port,miller-cohen,Activo
1650,Bryan Perez,North,harris,Activo
1651,Andrea Mills,West,baker,Activo
1652,Mr. Johnny Mann DVM,West,mcintyre,Activo
1653,Randy Hernandez,West,irwin,Activo
1654,Michael Vaughn,New,woods,Activo
1655,David Dean,South,waller-rios,No Activo
1656,Emily Silva,South,rivers-bell,Activo
1657,Robert Keller,West,thomas,Activo
1658,Brittany Chang,North,jenkins,Activo
1659,Chelsea Villa,Lake,johnson,Activo
1660,Melanie Garrett,West,welch,Activo
1661,Anthony Mccoy,East,zhang,Activo
1662,James Gonzales,New,rice-martin,Activo
1663,Amber Harrison,Lake,contreras,Activo
1664,Bryan Cervantes,East,james,Activo
1665,Jeffery King,Port,wang,Activo
1666,Christopher Brown,East,johnson-torres,Activo
1667,Stefanie Chavez,North,rowe,Activo
1668,Francisco Cortez,Lake,williams-marshall,Activo
1669,Tim Patel,North,goodwin-perry,Activo
1670,Randall Flowers,Lake,mccarty,Activo
1671,Gerald Shaw,East,richards,Activo
1672,William Ortega,Lake,hernandez-marshall,Activo
1673,Zachary Webb MD,East,wilson-hernandez,Activo
1674,Daniel Gonzales,New,carter,Activo
1675,Christopher Thomas,North,lopez-walter,Activo
1676,Jennifer Lloyd,Port,smith,Activo
1677,Rachael Wall,Port,russell-mcguire,Activo
1678,Angela Rodriguez,Lake,snyder,Activo
1679,Jennifer Hudson,Port,miranda,Activo
1680,Erin Nelson,East,wright,Activo
1681,Justin Cook,North,hill,Activo
1682,Malik Henderson,West,erickson,Activo
1683,Jack Cortez,Port,johnson,Activo
1684,Brian Hester,Lake,harris,Activo
1685,Nicole Miller,South,lopez-collins,No Activo
1686,Cynthia Hull,Lake,flowers,Activo
1687,Katherine Salas,Port,bowman,Activo
1688,Richard Sellers MD,New,smith-johnson,Activo
1689,Jay Davies,West,myers-zimmerman,Activo
1690,Christopher Garcia,New,garcia,Activo
1691,Daniel Clark,West,graham-bowers,Activo
1692,Jennifer Rosario,New,molina,Activo
1693,Stephen Brown,South,smith-cole,Activo
1694,Richard Brown,Lake,riley,Activo
1695,Scott Smith,Lake,clark,Activo
1696,Keith Sanchez,North,saunders,Activo
1697,Kyle Mora,Port,moore-riggs,Activo
1698,Laura Valdez,Port,fitzgerald-brandt,Activo
1699,Angela Medina,New,clark-ingram,Activo
1700,Sonia Robinson,Port,hartman-brewer,Activo
1701,Virginia Gonzalez,Port,cross-davis,Activo
1702,Matthew Franklin,West,yates-crane,Activo
1703,Jason Garcia,Lake,blair,Activo
1704,Emma Stark,North,evans,Activo
1705,Brian Richardson,West,reed-hubbard,Activo
1706,Melissa Garner,West,jackson,Activo
1707,Margaret Warren,Port,rose,Activo
1708,Raymond Brown,West,pratt-woods,Activo
1709,Jodi Ware,West,colon,Activo
1710,Michele Charles,South,norris,Activo
1711,Brian Hall,West,holmes-fernandez,Activo
1712,Sarah Richard,New,boyer,Activo
1713,Steven Levine,East,leach-morrison,Activo
1714,Kevin Townsend,North,bailey,Activo
1715,Angela Conway,Lake,lamb,Activo
1716,Tiffany Hopkins,Port,bradley,Activo
1717,Maria Harrison,North,richmond,Activo
1718,Cynthia Smith,North,mayer,Activo
1719,Benjamin Mcdonald,Lake,silva,Activo
1720,Julian Hayes,Lake,palmer,Activo
1721,Ian Sweeney,East,huber,Activo
1722,Rebekah Rodriguez,West,munoz-hughes,Activo
1723,Brenda Alvarado,East,sanchez,Activo
1724,Mr. Scott Collins,East,roberts-oneal,Activo
1725,Jose Watson,Port,myers,Activo
1726,Jessica Sherman,East,butler,Activo
1727,Taylor Smith,North,hamilton-russell,Activo
1728,James Rose,South,richardson-thomas,Activo
1729,Latoya Hopkins,New,romero,Activo
1730,William Morgan,West,walker,Activo
1731,John Miller,West,cardenas,Activo
1732,Lonnie Rodriguez,East,jones,Activo
1733,David Lamb,West,rogers-scott,Activo
1734,Matthew Smith,Lake,watts-chen,Activo
1735,Daniel Stewart,North,raymond,Activo
1736,Christina Fisher,Lake,white,Activo
1737,Karen Mendoza,Port,russell-banks,Activo
1738,Thomas Carter,New,meyers,Activo
1739,Ronald Brown,South,smith,Activo
1740,Jon Jones,East,morton-johnson,Activo
1741,Arthur Rocha,New,walters,Activo
1742,Elizabeth Reeves,Lake,haley,Activo
1743,Briana Smith,Lake,thomas,Activo
1744,Dr. Robert Hart,New,davidson,Activo
1745,Scott Williams,East,browning-rivera,Activo
1746,Nathan Nelson,East,sims,Activo
1747,Daniel Morales,East,smith,Activo
1748,Richard Smith,East,bates,Activo
1749,Jackson Jones,South,rivera,Activo
1750,Paul Anderson,East,valdez-rodriguez,Activo
1751,Jeffrey Dunlap,New,williams,Activo
1752,Kari Ward,Lake,jacobs,Activo
1753,Jennifer Lee,North,russell,Activo
1754,Daniel Clark,East,estrada-weaver,Activo
1755,Christina Jennings,East,allen,Activo
1756,Melissa Powell,East,bowers,Activo
1757,Valerie Miller,New,brooks,Activo
1758,Ronald Little,East,mckay,Activo
1759,Lisa Conner,North,warner-perez,Activo
1760,Mrs. Karla Thompson MD,Lake,spencer,Activo
1761,Denise Reed,Port,williams,Activo
1762,David Hernandez,North,schroeder,Activo
1763,Michael Hernandez,Port,elliott,Activo
1764,Sharon Cohen,North,durham,Activo
1765,Wyatt Strong,Port,mills-anderson,Activo
1766,Andrea Sawyer,Lake,hodges-jones,Activo
1767,Michelle Poole,North,wilson,Activo
1768,Melissa Gross,New,brown-bauer,Activo
1769,Yvonne Barnett,New,davis,Activo
1770,Robert Marshall,North,martinez,Activo
1771,Justin Guzman,Port,oneill,Activo
1772,Daniel Buchanan,South,blair-fischer,Activo
1773,Kimberly Kennedy,South,cox,Activo
1774,Benjamin Cruz,New,duarte-banks,Activo
1775,Ernest Myers,North,holloway-castillo,Activo
1776,Sophia Gutierrez,East,kelly-smith,Activo
1777,Christina Taylor,East,sanchez,Activo
1778,Brooke Johnson,Port,wilson,Activo
1779,Tammy Walker,North,donaldson,Activo
1780,Lisa Johnson,New,clark,Activo
1781,Troy Reyes,Port,ford,Activo
1782,Michael Obrien,Port,gardner,Activo
1783,Kevin Franklin,North,gibson,No Activo
1784,Colin May,Lake,garner-fox,Activo
1785,Nicole Johnson,East,tucker,Activo
1786,Joseph Wilson,West,mcintosh-jones,Activo
1787,Leslie King,North,kline-herring,Activo
1788,Christopher Clark,West,benjamin,Activo
1789,Joshua White,Lake,thomas-carter,Activo
1790,Roberta Burns,South,adams,Activo
1791,David Chavez,West,scott,Activo
1792,Madison Silva,New,johnson,Activo
1793,Gary Moore,Lake,crawford,Activo
1794,Michael Chandler,North,jones,Activo
1795,Crystal Oliver,New,reynolds,Activo
1796,Sarah Phillips,Port,kelley-church,Activo
1797,Paige Flynn,South,cook,Activo
1798,Michelle Jones,South,shelton-patel,Activo
1799,Johnny Lee,Lake,benton,Activo
1800,Jasmine Baker,New,walker,Activo
1801,Hunter Bonilla III,New,vega,Activo
1802,Alice Gray,Port,wright-gray,Activo
1803,Gabrielle Briggs,South,grant,Activo
1804,Mrs. Diana Castillo,Port,frey,Activo
1805,Kristy Bell,East,schmitt,Activo
1806,Whitney Watkins,South,allison-brown,Activo
1807,Todd Gonzales,West,howard,Activo
1808,Taylor Pollard,Port,avery-ward,Activo
1809,Timothy Gonzalez,New,beck-logan,Activo
1810,Richard White,West,clark,Activo
1811,William Dixon,North,martinez,Activo
1812,Elizabeth Wyatt,South,foley,Activo
1813,Cheryl Moon,East,lester,Activo
1814,Joseph Zhang,West,carlson,Activo
1815,Desiree Hanson,Lake,warner,Activo
1816,Elaine Lambert,Lake,henderson,Activo
1817,Heather Reed,New,garrison-quinn,Activo
1818,Mrs. Kelly Davila MD,New,hunter-olson,Activo
1819,Carol Blevins,Port,stanley,Activo
1820,Robert Lane,New,harris,Activo
1821,Mr. Edward Graham,Lake,thomas,Activo
1822,Erica Brown,New,rodriguez,Activo
1823,Alexa Lee,West,garcia,Activo
1824,Virginia Garcia,East,barker,Activo
1825,Colleen Alvarez,North,gilmore,Activo
1826,Mrs. Lauren Rollins,East,pacheco-johnson,Activo
1827,Lauren Long,South,neal,Activo
1828,Stacy Davis,New,thompson,Activo
1829,Keith Glover,West,pearson,Activo
1830,Nathan Davis,West,soto-scott,Activo
1831,Stephen Bishop,North,jones,Activo
1832,Rachel George,New,bush-mueller,Activo
1833,Gina Gallagher,North,shepherd,Activo
1834,Dylan Young,West,rangel,Activo
1835,Susan Salinas,South,carlson,Activo
1836,Leah Wolf,New,johnson,Activo
1837,Jonathan Wolfe,East,nichols,Activo
1838,Gregory Henry,West,mcguire,Activo
1839,Matthew Fisher,Port,hurley,Activo
1840,Dominique Johnson,New,campbell,Activo
1841,Paige Barrett,East,lewis,Activo
1842,John Mooney,North,johnson,Activo
1843,Nancy Petty,North,williams-pham,Activo
1844,Donald Tate,Port,case,Activo
1845,Monica Schneider,South,aguilar,Activo
1846,Michelle Soto,West,chavez,Activo
1847,Jessica Oconnell,Port,howard,Activo
1848,Connie Price,Port,glenn,Activo
1849,Renee Walker,West,brown,Activo
1850,John Lee,South,wallace-rodriguez,Activo
1851,David Walton,New,espinoza,Activo
1852,Kenneth Ford,South,kelly,Activo
1853,Ashley Johnson,Lake,blankenship,Activo
1854,James Green,East,green-warner,Activo
1855,Cheryl Ortiz,East,moran,Activo
1856,Cheryl Ware,North,hernandez,Activo
1857,Michael Coleman,West,glover,Activo
1858,Cynthia Johnson,Port,hill,Activo
1859,Michelle Finley,East,johnson-rodriguez,Activo
1860,Debra West,Port,wheeler,Activo
1861,Jeanette Ramos,New,dunn,Activo
1862,Lisa Powell,North,berry,Activo
1863,Gloria Coffey,Port,padilla-anderson,Activo
1864,Keith Case,Port,clark,Activo
1865,Eric Moon,New,mcmillan,Activo
1866,Sarah Adams,North,robles,Activo
1867,Rhonda Evans,New,kemp-anderson,Activo
1868,Kimberly Howard,North,bruce,Activo
1869,Melissa Wallace,West,nguyen,Activo
1870,Alyssa Brooks,North,ortiz,Activo
1871,Karen Gutierrez,Port,vasquez,Activo
